neighborhood,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,age,has_garage,has_basement,has_renovation,distance_to_downtown_km,walk_score,latitude,longitude,price
Sunset,Townhouse,2,2,2135,1907,2023,2,0,0,0,8.9,41,49.2298,-123.0823,707000
Marpole,Townhouse,2,2,1025,2482,2019,6,0,0,0,7.2,55,49.2038,-123.1309,711000
Grandview,Condo,2,1,1291,0,1938,87,0,0,0,6.3,53,49.2772,-123.0789,575000
Point Grey,Condo,2,1,1035,0,1924,101,0,0,0,7.5,51,49.2693,-123.1988,861000
Point Grey,Condo,2,1,658,0,2008,17,0,0,1,9.4,38,49.2687,-123.2017,955000
Mount Pleasant,Condo,2,1,968,0,2012,13,1,0,0,4.4,53,49.2543,-123.0901,734000
Mount Pleasant,House,5,3,3661,6661,1964,61,1,0,0,2.2,88,49.2635,-123.0991,2160000
West End,Townhouse,3,2,2040,1527,2019,6,0,0,0,2.0,82,49.2905,-123.1333,1204000
Marpole,Townhouse,2,2,1541,2287,2024,1,0,0,0,7.2,52,49.2136,-123.1341,781000
Yaletown,House,5,3,3463,4961,1997,28,0,1,1,0.8,86,49.2678,-123.1218,2606000
Riley Park,Townhouse,3,2,1003,1524,1948,77,0,0,0,5.9,59,49.2478,-123.1117,741000
Oakridge,Condo,1,1,758,0,2014,11,0,1,1,5.0,56,49.2217,-123.1216,709000
Grandview,Condo,1,1,770,0,1923,102,0,1,1,4.4,53,49.2747,-123.0722,585000
Dunbar,Townhouse,3,1,1521,2782,2015,10,0,1,0,9.3,43,49.2432,-123.1871,1216000
Grandview,Condo,1,1,907,0,1976,49,1,0,0,5.5,67,49.2729,-123.0732,489000
Coal Harbour,House,4,3,2860,4020,1922,103,0,0,0,0.5,81,49.2981,-123.1216,2341000
Hastings-Sunrise,House,3,2,4173,4323,1921,104,1,0,0,6.4,73,49.2805,-123.0382,1433000
Killarney,House,4,3,2874,4201,1980,45,1,1,1,13.8,30,49.2174,-123.0372,1456000
Strathcona,Townhouse,3,2,1682,2223,2020,5,0,0,0,2.6,82,49.2706,-123.0862,722000
Mount Pleasant,House,5,3,3729,6041,2008,17,1,0,1,3.6,74,49.2619,-123.0984,2255000
Gastown,Condo,1,1,1234,0,1957,68,1,0,1,2.4,86,49.2862,-123.1053,708000
Dunbar,Townhouse,3,2,1335,2811,1987,38,0,0,0,9.1,56,49.2498,-123.1789,1156000
Point Grey,Townhouse,3,1,1929,1876,1991,34,1,0,1,8.1,45,49.2655,-123.2009,1506000
Sunset,House,4,2,3073,4324,1957,68,1,0,0,9.2,38,49.2323,-123.0928,1207000
Strathcona,Townhouse,3,1,2095,1907,2011,14,0,0,1,4.2,69,49.2851,-123.0773,736000
Gastown,Condo,1,1,762,0,2023,2,0,0,0,2.2,83,49.2839,-123.1105,758000
Dunbar,Townhouse,2,2,1544,1734,1983,42,0,0,1,9.9,41,49.254,-123.1866,918000
Kitsilano,Townhouse,3,1,1647,2833,1948,77,0,0,0,5.7,54,49.2704,-123.1684,1017000
Mount Pleasant,House,5,3,3235,7831,1937,88,1,1,1,2.8,64,49.26,-123.1019,2385000
Hastings-Sunrise,House,4,3,4235,4940,1961,64,0,0,1,8.2,59,49.2717,-123.0422,1453000
Gastown,Townhouse,3,1,1170,2214,1992,33,1,0,1,3.3,75,49.2774,-123.1035,984000
Mount Pleasant,Townhouse,2,1,1843,1282,2020,5,0,0,0,6.0,61,49.26,-123.1058,1118000
Renfrew,Townhouse,2,2,1553,2440,2024,1,0,0,1,10.3,39,49.2521,-123.0483,745000
Fairview,Townhouse,2,2,1180,2130,2005,20,0,0,1,1.7,87,49.2559,-123.1238,1082000
Killarney,Condo,2,1,1046,0,1955,70,0,0,0,12.0,30,49.226,-123.052,453000
Killarney,House,5,2,3750,4949,1940,85,1,1,1,11.2,30,49.2188,-123.043,1563000
Kerrisdale,Townhouse,2,1,1261,1886,1975,50,0,0,1,9.8,38,49.2381,-123.1557,1101000
Oakridge,Condo,2,1,988,0,1988,37,0,0,0,7.0,49,49.2289,-123.1141,734000
Riley Park,House,3,3,3340,5513,2017,8,1,0,0,5.7,59,49.2457,-123.1056,1805000
West End,Townhouse,2,2,1460,2109,2013,12,0,0,0,2.4,82,49.285,-123.1325,953000
Renfrew,House,4,2,4043,7638,1960,65,1,1,0,10.7,31,49.2453,-123.0344,1515000
Strathcona,Condo,2,1,755,0,1993,32,1,0,0,3.9,73,49.2786,-123.0902,470000
Strathcona,House,4,2,4025,7731,2016,9,0,1,1,2.7,80,49.2755,-123.0933,1651000
Kitsilano,Townhouse,2,1,1477,1419,1963,62,0,0,0,4.1,60,49.2727,-123.1756,1073000
Kitsilano,House,4,3,3450,3227,1977,48,1,0,1,5.6,51,49.2684,-123.1625,1955000
Marpole,House,3,3,2843,4468,1969,56,0,1,0,8.0,50,49.2067,-123.1226,1370000
Coal Harbour,Condo,2,1,968,0,1992,33,1,0,0,2.9,73,49.2937,-123.1207,1065000
Marpole,House,3,2,3219,7626,1956,69,1,1,1,8.9,40,49.2166,-123.1305,1524000
Mount Pleasant,Condo,2,1,731,0,1986,39,1,0,0,4.8,53,49.2659,-123.0883,591000
Point Grey,House,5,3,3213,3843,1987,38,0,1,0,8.4,54,49.2726,-123.2043,2428000
Killarney,Condo,2,1,1261,0,1933,92,0,0,1,12.1,30,49.2243,-123.0494,441000
Kerrisdale,Condo,2,1,1079,0,1937,88,0,0,0,8.2,55,49.2294,-123.1554,808000
Riley Park,Townhouse,3,2,1546,2770,1957,68,1,0,1,8.2,40,49.2437,-123.1028,889000
Dunbar,Condo,2,1,931,0,1935,90,0,0,0,9.9,46,49.2445,-123.1894,796000
Grandview,Condo,2,1,606,0,2002,23,0,0,0,6.7,50,49.281,-123.0695,451000
West End,Condo,2,1,836,0,1976,49,0,0,0,0.5,86,49.286,-123.1347,677000
Mount Pleasant,House,5,3,3194,7514,1965,60,0,0,1,5.7,57,49.2596,-123.1052,1792000
West End,Townhouse,2,2,2176,2177,1929,96,1,0,1,1.5,62,49.2878,-123.1289,1061000
Renfrew,Townhouse,3,1,1692,2294,1975,50,1,0,0,12.2,30,49.2567,-123.0373,757000
Kerrisdale,Condo,2,1,1400,0,1996,29,1,0,0,9.6,30,49.2252,-123.1535,859000
Point Grey,House,3,3,4007,5115,1995,30,1,1,1,8.9,52,49.2638,-123.209,2769000
Mount Pleasant,Condo,1,1,1250,0,1984,41,1,0,0,3.6,61,49.2619,-123.0949,787000
Grandview,Condo,2,1,888,0,2020,5,1,0,0,5.6,62,49.283,-123.0628,763000
Yaletown,Condo,2,1,1171,0,1982,43,0,0,0,0.5,77,49.276,-123.1262,942000
Mount Pleasant,Townhouse,2,2,1906,2464,2000,25,0,0,0,5.5,50,49.2616,-123.1028,1098000
Kitsilano,Condo,2,1,710,0,1994,31,0,0,0,4.8,73,49.2663,-123.1704,812000
Kerrisdale,Townhouse,3,2,1539,2400,1984,41,1,0,0,10.5,30,49.2405,-123.1523,1186000
Riley Park,Condo,2,1,1328,0,1967,58,0,0,1,5.8,60,49.241,-123.1097,710000
Point Grey,Townhouse,3,2,1785,2858,2012,13,0,1,1,7.3,54,49.2629,-123.1995,1804000
Marpole,Condo,1,1,770,0,1932,93,1,0,0,8.1,47,49.2121,-123.1277,503000
Coal Harbour,Condo,1,1,907,0,1964,61,0,0,0,2.8,84,49.2916,-123.1296,1077000
Yaletown,Townhouse,3,2,1797,2239,1938,87,0,0,0,2.0,83,49.2818,-123.1271,1383000
Hastings-Sunrise,Condo,2,1,701,0,1942,83,0,0,0,5.1,70,49.2819,-123.0501,395000
Grandview,Townhouse,2,2,1300,1464,1929,96,1,0,1,6.4,79,49.276,-123.0728,812000
Oakridge,Townhouse,2,2,1783,2501,1989,36,0,0,0,6.4,67,49.2262,-123.1216,925000
Oakridge,Condo,2,1,583,0,2017,8,0,0,0,6.7,74,49.2263,-123.1202,735000
Coal Harbour,Condo,1,1,728,0,1966,59,1,0,0,1.3,85,49.2947,-123.1163,863000
Marpole,Townhouse,3,2,1275,2814,1977,48,0,0,0,7.2,50,49.2054,-123.1335,660000
Mount Pleasant,Condo,1,1,1196,0,1946,79,1,0,1,4.5,71,49.2633,-123.0943,625000
Sunset,Condo,2,1,841,0,2016,9,1,0,0,8.0,54,49.2112,-123.0856,600000
Mount Pleasant,Condo,2,1,728,0,1988,37,0,0,0,3.2,83,49.2709,-123.0939,564000
Coal Harbour,Townhouse,2,1,1950,1709,1969,56,0,0,0,0.5,91,49.2763,-123.1265,1402000
Yaletown,Townhouse,2,2,1973,2801,2017,8,0,0,0,1.5,78,49.2665,-123.116,1283000
Dunbar,Condo,1,1,883,0,1921,104,0,0,0,8.1,48,49.2422,-123.1875,666000
Sunset,Condo,1,1,1010,0,1990,35,0,0,0,8.9,51,49.2347,-123.0939,442000
West End,Condo,1,1,609,0,1993,32,0,0,0,3.7,77,49.2767,-123.1352,554000
Coal Harbour,Condo,2,1,789,0,1992,33,1,0,1,1.2,93,49.2931,-123.1237,1055000
Point Grey,House,4,3,2821,6095,1964,61,1,1,0,8.0,48,49.2679,-123.2097,2133000
Point Grey,Condo,1,1,1268,0,1925,100,0,0,0,11.0,33,49.2692,-123.2009,931000
Killarney,Townhouse,3,1,2200,2407,1957,68,1,0,0,13.1,30,49.2229,-123.0451,639000
Kitsilano,Condo,1,1,1034,0,1966,59,0,0,0,6.9,62,49.2744,-123.1683,660000
Strathcona,Condo,2,1,939,0,1988,37,0,0,0,3.7,72,49.2821,-123.0863,433000
Fairview,House,4,2,2820,5173,1980,45,1,0,0,5.7,67,49.2722,-123.118,1873000
Oakridge,House,3,3,3407,6633,1995,30,1,1,0,6.9,54,49.2221,-123.1166,2151000
Marpole,Condo,2,1,1081,0,1965,60,0,0,1,9.3,42,49.2124,-123.1381,552000
Gastown,Condo,1,1,1400,0,1936,89,1,0,1,1.1,89,49.2803,-123.1083,680000
Killarney,Condo,2,1,450,0,1962,63,0,0,1,12.7,30,49.2205,-123.0486,308000
Coal Harbour,Townhouse,3,2,1803,1779,1930,95,0,0,0,2.1,83,49.2914,-123.12,1240000
Fairview,House,3,2,3048,7659,2011,14,1,0,1,1.8,72,49.2486,-123.127,2099000
Shaughnessy,Condo,2,1,772,0,1973,52,1,0,1,6.9,54,49.2378,-123.1351,891000
Mount Pleasant,Condo,1,1,800,0,1946,79,0,0,0,4.7,79,49.2644,-123.0951,526000
Sunset,Townhouse,3,2,1615,2030,1973,52,1,0,1,9.2,38,49.2215,-123.1022,709000
Grandview,Condo,1,1,766,0,1935,90,1,0,1,4.8,68,49.2721,-123.0619,597000
Riley Park,House,5,2,1800,6702,1977,48,1,1,1,7.2,52,49.24,-123.1064,1759000
Riley Park,Condo,1,1,849,0,2020,5,1,0,0,6.2,51,49.2531,-123.0953,595000
Renfrew,Condo,1,1,1091,0,2005,20,0,0,0,11.2,34,49.2467,-123.0466,416000
Hastings-Sunrise,Condo,2,1,1010,0,1933,92,0,0,0,5.5,57,49.2742,-123.0364,467000
Kitsilano,Townhouse,3,2,1991,2646,1922,103,1,0,1,6.9,53,49.2684,-123.1622,953000
Hastings-Sunrise,Condo,1,1,1029,0,1934,91,0,0,0,4.1,61,49.2765,-123.0484,458000
Killarney,Condo,1,1,884,0,2023,2,0,0,0,10.0,43,49.2353,-123.0393,446000
Killarney,House,4,2,2930,5385,1934,91,0,1,1,11.9,36,49.2327,-123.0487,1200000
Riley Park,Condo,2,1,1348,0,2008,17,0,0,0,6.0,52,49.2465,-123.1002,720000
Coal Harbour,Condo,1,1,759,0,1929,96,1,0,0,2.0,74,49.2874,-123.1202,779000
Sunset,House,5,3,3762,6961,1969,56,1,0,0,10.2,46,49.2243,-123.0938,1607000
Dunbar,Condo,2,1,811,0,1925,100,1,0,0,8.7,53,49.2491,-123.1871,854000
Hastings-Sunrise,House,5,3,2679,7113,1923,102,1,1,0,5.4,60,49.2857,-123.0399,1208000
Coal Harbour,Condo,2,1,1212,0,1939,86,0,0,0,0.5,94,49.291,-123.1258,864000
Sunset,Condo,2,1,878,0,2023,2,1,0,0,8.0,56,49.2169,-123.087,617000
Kerrisdale,Townhouse,3,2,1772,1881,2018,7,1,0,0,10.9,30,49.2441,-123.153,1347000
Dunbar,House,4,3,3107,3112,1997,28,1,0,1,9.6,44,49.2524,-123.1891,2381000
Renfrew,House,4,3,3712,7786,1943,82,1,0,0,10.9,32,49.2419,-123.0423,1263000
Kitsilano,House,5,2,1800,6980,1991,34,1,0,0,6.5,56,49.2659,-123.1707,1747000
Point Grey,House,5,3,3431,4628,1934,91,1,1,1,8.5,47,49.2644,-123.2019,2703000
Mount Pleasant,Townhouse,3,1,1683,2806,2003,22,0,0,0,2.9,67,49.2582,-123.102,874000
Gastown,Townhouse,3,2,1633,2063,2001,24,0,0,0,0.5,83,49.2908,-123.0991,1066000
Shaughnessy,Condo,2,1,984,0,1924,101,0,0,0,6.6,59,49.2428,-123.1332,1064000
Riley Park,Condo,2,1,1198,0,1966,59,0,0,0,5.6,67,49.2473,-123.1084,664000
Point Grey,Condo,2,1,889,0,1999,26,0,0,0,9.1,44,49.2628,-123.1991,804000
Grandview,Townhouse,2,1,1326,1908,1996,29,0,0,0,5.0,68,49.2756,-123.0681,705000
Hastings-Sunrise,Condo,2,1,645,0,2007,18,0,0,0,6.9,55,49.2805,-123.0489,482000
Riley Park,Condo,2,1,927,0,2018,7,0,0,0,7.6,59,49.247,-123.1041,629000
Fairview,Condo,1,1,716,0,1935,90,0,0,0,3.4,77,49.2659,-123.1314,548000
Riley Park,Condo,1,1,450,0,1932,93,0,0,0,5.1,61,49.2497,-123.1001,441000
Coal Harbour,Condo,2,1,1208,0,1996,29,0,0,0,1.5,59,49.2949,-123.1129,898000
Killarney,Condo,2,1,919,0,2015,10,0,0,1,14.5,30,49.2267,-123.0518,459000
Point Grey,House,3,3,3813,3731,1952,73,1,0,1,7.6,51,49.2682,-123.2002,2635000
Kitsilano,House,3,3,3853,3758,2008,17,1,1,0,5.8,55,49.2769,-123.1589,2293000
Kerrisdale,House,5,2,3128,4264,1951,74,0,0,0,9.1,45,49.2321,-123.1568,2301000
Point Grey,House,3,3,2773,6002,2022,3,0,0,0,8.4,48,49.2643,-123.2056,2306000
Gastown,House,5,3,2303,3982,1926,99,0,0,0,1.5,75,49.2765,-123.1139,1438000
Renfrew,House,4,3,3373,5179,1956,69,0,0,1,9.6,43,49.2499,-123.0311,1171000
Shaughnessy,House,4,2,2010,5545,1927,98,1,0,0,4.7,71,49.2477,-123.1322,2455000
Point Grey,Condo,2,1,1071,0,1989,36,0,0,0,6.9,66,49.2696,-123.1974,849000
Dunbar,Condo,2,1,915,0,1923,102,0,0,0,10.9,42,49.2447,-123.1899,735000
Grandview,Condo,1,1,1047,0,1956,69,0,0,0,3.6,69,49.2711,-123.0748,532000
Gastown,Townhouse,2,2,1579,2734,1989,36,0,0,0,0.5,87,49.2751,-123.1032,960000
Point Grey,Condo,1,1,582,0,1993,32,1,0,0,8.4,47,49.2761,-123.2034,802000
Fairview,Townhouse,2,2,1384,1406,2016,9,1,0,0,4.6,56,49.2625,-123.1207,908000
Marpole,Condo,2,1,599,0,1976,49,0,0,0,8.3,47,49.2002,-123.1311,468000
Grandview,Townhouse,2,1,1336,2993,1997,28,0,0,0,5.1,58,49.2738,-123.0724,747000
Kerrisdale,Condo,2,1,1054,0,1993,32,0,1,1,10.1,45,49.2361,-123.1572,958000
Renfrew,Townhouse,3,1,2007,2894,2022,3,0,0,0,9.0,57,49.253,-123.0385,762000
Marpole,Townhouse,2,2,1829,1910,1940,85,1,0,0,8.6,38,49.2076,-123.1202,705000
Renfrew,House,5,3,4459,4838,1950,75,1,0,1,10.8,30,49.2498,-123.0372,1426000
Mount Pleasant,House,5,2,3906,6550,2013,12,0,0,0,4.7,76,49.2541,-123.1053,2424000
Grandview,Townhouse,2,1,1969,2370,1923,102,0,0,1,5.6,61,49.278,-123.0807,840000
Fairview,Condo,1,1,845,0,1970,55,0,0,0,2.1,68,49.2574,-123.1282,628000
Gastown,Townhouse,3,2,1737,1536,2014,11,1,0,1,0.5,82,49.2906,-123.1162,1158000
Kerrisdale,House,4,3,3667,6802,2023,2,1,0,0,10.0,38,49.2367,-123.1555,2538000
Kitsilano,House,3,2,3238,3894,1981,44,1,1,0,6.4,62,49.265,-123.1694,1946000
Sunset,House,3,2,3484,7174,2005,20,0,0,0,9.3,55,49.2268,-123.095,1556000
Yaletown,Condo,1,1,593,0,2007,18,0,0,1,1.2,87,49.2757,-123.1229,827000
Point Grey,Condo,1,1,991,0,1929,96,1,0,1,7.2,61,49.2631,-123.1941,984000
Dunbar,Townhouse,2,2,1701,1884,1946,79,0,0,1,10.5,43,49.2477,-123.1926,1100000
Gastown,Condo,2,1,791,0,1956,69,0,0,1,2.5,82,49.2803,-123.1078,524000
West End,Condo,1,1,671,0,1998,27,0,0,1,1.7,94,49.2929,-123.1349,665000
Yaletown,Townhouse,3,1,1671,2950,1960,65,1,0,0,1.2,72,49.2801,-123.1188,1220000
Hastings-Sunrise,Condo,1,1,711,0,1982,43,0,0,0,7.5,50,49.2795,-123.0403,431000
Gastown,House,3,2,4500,5699,2007,18,1,0,0,1.0,88,49.2769,-123.1092,2190000
Grandview,Condo,1,1,1011,0,1957,68,0,0,0,5.9,65,49.2766,-123.0702,556000
Dunbar,Condo,1,1,1169,0,1955,70,0,0,0,8.3,52,49.2473,-123.1861,788000
Kitsilano,Townhouse,3,1,1416,1318,1986,39,0,0,1,5.3,53,49.2791,-123.1706,1078000
Marpole,House,4,2,4500,4774,1960,65,1,1,0,8.1,61,49.2068,-123.1319,1619000
Hastings-Sunrise,Townhouse,3,1,1320,2243,1983,42,0,0,1,6.3,72,49.2845,-123.0406,746000
West End,House,4,3,2573,3523,1980,45,1,1,1,2.6,83,49.2858,-123.1341,1738000
Mount Pleasant,House,5,3,3242,3599,1949,76,1,0,0,3.1,70,49.2661,-123.0989,1924000
Riley Park,Condo,1,1,738,0,1952,73,0,0,0,4.2,71,49.2436,-123.1016,442000
Shaughnessy,Condo,1,1,756,0,1962,63,0,0,1,6.5,57,49.2438,-123.1313,811000
Marpole,Townhouse,2,2,1275,1816,1959,66,0,0,1,8.8,51,49.2087,-123.1311,762000
Coal Harbour,House,5,2,3820,5573,1987,38,1,1,0,1.2,72,49.2867,-123.1205,2737000
Coal Harbour,Condo,2,1,757,0,2007,18,0,0,1,1.9,82,49.291,-123.1154,936000
Grandview,Condo,1,1,1033,0,1983,42,0,0,1,5.1,71,49.2723,-123.0646,629000
Fairview,Condo,1,1,1071,0,1952,73,1,0,0,3.8,63,49.2579,-123.1289,708000
Marpole,Condo,2,1,583,0,1928,97,0,1,1,10.0,46,49.2203,-123.1236,532000
Shaughnessy,Townhouse,2,1,2124,2367,1931,94,0,0,0,6.8,54,49.2461,-123.1404,1443000
Sunset,Condo,1,1,1047,0,1940,85,1,0,1,8.8,32,49.2283,-123.0944,539000
Oakridge,Condo,2,1,987,0,1963,62,0,0,0,6.6,49,49.2221,-123.1171,597000
Dunbar,Condo,1,1,906,0,1931,94,0,0,0,9.5,43,49.2438,-123.1835,635000
Sunset,Condo,2,1,987,0,1940,85,0,0,1,8.6,53,49.2181,-123.081,528000
Gastown,House,4,3,3695,3715,1954,71,1,1,0,0.5,97,49.2818,-123.1073,1978000
Kerrisdale,House,5,2,3106,3640,2011,14,0,1,1,5.2,58,49.2414,-123.1497,2402000
Dunbar,Townhouse,2,1,1114,2293,2000,25,0,0,0,9.8,49,49.2454,-123.1889,1030000
Oakridge,Condo,1,1,931,0,1942,83,1,0,1,5.3,76,49.2256,-123.1157,662000
Yaletown,Condo,2,1,1071,0,1936,89,0,0,1,1.4,73,49.2811,-123.121,903000
Strathcona,Townhouse,3,2,2032,1911,1947,78,0,0,0,2.6,95,49.2798,-123.085,684000
Sunset,House,4,2,4500,3221,2005,20,1,1,0,9.3,46,49.2182,-123.0977,1536000
Kitsilano,Condo,2,1,680,0,1972,53,0,0,0,6.6,57,49.2567,-123.1688,701000
Kitsilano,Condo,2,1,1329,0,2007,18,0,0,0,6.5,57,49.2701,-123.166,987000
Dunbar,Townhouse,3,2,1241,1793,2011,14,0,1,1,9.4,64,49.2561,-123.1827,1257000
Strathcona,Condo,2,1,1150,0,1955,70,0,0,0,2.0,89,49.2759,-123.0889,516000
Riley Park,House,3,2,1838,3448,1980,45,1,0,1,6.4,62,49.2454,-123.1059,1215000
Shaughnessy,Condo,2,1,840,0,2000,25,0,0,1,6.2,46,49.2456,-123.1302,1113000
Point Grey,House,5,3,1882,6466,1967,58,1,1,0,9.0,40,49.2681,-123.1989,2148000
Coal Harbour,Condo,2,1,642,0,1997,28,0,0,0,0.5,89,49.2907,-123.1159,896000
Hastings-Sunrise,Condo,2,1,534,0,1922,103,1,0,0,6.6,62,49.2771,-123.0412,415000
Sunset,Townhouse,2,1,1741,1544,2013,12,0,1,1,9.2,31,49.217,-123.0907,851000
Strathcona,Townhouse,2,1,1593,2733,2000,25,0,0,0,3.6,81,49.2744,-123.08,650000
Sunset,Condo,1,1,1148,0,1970,55,0,0,0,8.2,30,49.221,-123.0877,419000
Mount Pleasant,Condo,2,1,818,0,2016,9,1,0,1,4.9,75,49.2635,-123.092,741000
Oakridge,House,5,2,3162,7237,2019,6,1,1,0,5.0,67,49.227,-123.121,2191000
West End,Condo,2,1,955,0,2000,25,0,1,0,1.6,86,49.2864,-123.1371,748000
Sunset,Condo,2,1,756,0,2001,24,0,0,0,9.7,53,49.2259,-123.0964,476000
Grandview,Condo,1,1,1187,0,1967,58,0,0,1,4.6,60,49.2782,-123.0671,606000
Shaughnessy,Townhouse,2,1,1583,1422,1967,58,0,0,1,5.8,58,49.2387,-123.1365,1251000
Killarney,Condo,1,1,719,0,1970,55,0,0,0,11.9,36,49.2272,-123.0444,333000
Yaletown,Townhouse,3,1,1069,1490,2012,13,1,0,0,0.5,84,49.2755,-123.1176,1024000
Oakridge,Condo,2,1,876,0,2024,1,0,0,1,6.4,58,49.2288,-123.1186,899000
Shaughnessy,House,5,3,3387,7503,2003,22,1,0,1,7.3,52,49.2495,-123.1396,2588000
West End,Condo,2,1,761,0,2003,22,1,0,0,0.5,80,49.2954,-123.1269,795000
Renfrew,House,5,3,2779,7441,1992,33,1,0,1,10.3,52,49.2568,-123.0454,1281000
Oakridge,Condo,2,1,857,0,1941,84,0,0,0,6.0,45,49.2319,-123.1112,670000
Kerrisdale,Townhouse,3,1,1568,2608,1980,45,1,0,0,10.6,41,49.2309,-123.1637,1126000
Kitsilano,Townhouse,3,2,1574,1838,1996,29,0,0,1,7.6,53,49.2704,-123.1601,1218000
Marpole,Condo,2,1,789,0,1986,39,0,0,0,9.1,59,49.2145,-123.1328,493000
Coal Harbour,Townhouse,2,2,1565,1200,1957,68,0,0,1,0.5,92,49.2935,-123.123,1551000
Gastown,House,3,2,4500,3672,1926,99,0,1,0,0.5,79,49.2775,-123.1053,1946000
Coal Harbour,House,3,2,3027,6300,1954,71,1,0,0,1.2,75,49.2903,-123.1224,2542000
West End,Condo,1,1,650,0,2006,19,0,0,0,2.2,88,49.2826,-123.1412,657000
Renfrew,Condo,1,1,951,0,2011,14,0,0,1,9.8,44,49.2453,-123.0386,416000
Mount Pleasant,House,4,2,2857,3607,1923,102,1,0,1,2.5,69,49.2572,-123.0995,1866000
Dunbar,Condo,1,1,1107,0,1925,100,0,0,1,9.5,36,49.2525,-123.1895,835000
Point Grey,House,4,3,2044,4587,1942,83,0,1,0,6.9,68,49.2619,-123.2037,2197000
Riley Park,House,5,2,2813,7848,2013,12,1,1,0,5.9,44,49.2316,-123.1077,1707000
Hastings-Sunrise,Condo,2,1,930,0,1951,74,0,0,0,7.9,50,49.285,-123.0416,495000
Kitsilano,House,5,2,2901,5885,1971,54,1,0,0,5.2,56,49.2662,-123.1606,1665000
Killarney,Condo,2,1,909,0,1957,68,0,0,0,13.3,30,49.2174,-123.0515,329000
Strathcona,Condo,2,1,979,0,2005,20,1,0,0,2.1,86,49.2807,-123.0855,565000
Dunbar,Condo,1,1,483,0,1922,103,0,0,0,9.0,52,49.252,-123.1777,516000
Strathcona,Townhouse,3,2,1623,2289,1972,53,0,0,1,4.1,62,49.2764,-123.0883,645000
Strathcona,Condo,1,1,1400,0,1981,44,0,0,1,1.6,85,49.2813,-123.0821,578000
Yaletown,Condo,1,1,845,0,1955,70,1,0,0,2.8,71,49.2755,-123.1145,783000
Coal Harbour,Condo,1,1,515,0,1941,84,0,0,1,1.4,82,49.2988,-123.1209,813000
Dunbar,Townhouse,3,1,1398,2191,2002,23,1,0,0,9.4,43,49.2555,-123.1944,961000
Strathcona,Condo,1,1,927,0,1923,102,0,0,0,2.1,84,49.2835,-123.0889,420000
Point Grey,Townhouse,2,1,1608,2332,1960,65,0,0,0,8.2,41,49.2732,-123.1959,1309000
Kitsilano,House,3,3,3795,4559,1952,73,1,1,0,5.5,68,49.2678,-123.1601,2263000
Shaughnessy,House,4,3,3692,5800,1953,72,1,1,0,5.7,74,49.2478,-123.1332,2979000
Killarney,Townhouse,2,1,1401,2963,1949,76,0,0,0,13.6,30,49.2161,-123.0408,500000
Kitsilano,Condo,2,1,1133,0,2019,6,0,0,0,4.8,79,49.266,-123.1677,829000
Coal Harbour,Townhouse,2,2,1597,2934,1986,39,1,0,0,1.3,83,49.29,-123.125,1409000
Gastown,House,4,3,4500,5881,2000,25,1,1,1,1.3,87,49.2772,-123.1096,2287000
Mount Pleasant,House,3,2,3525,4149,1998,27,0,0,1,3.3,77,49.2568,-123.0946,2023000
Kitsilano,House,3,3,3086,6712,1955,70,1,1,0,5.6,51,49.2649,-123.1657,1878000
Coal Harbour,Condo,2,1,947,0,1979,46,0,0,0,1.3,80,49.2977,-123.1207,981000
Mount Pleasant,Condo,2,1,924,0,1932,93,1,0,0,5.8,62,49.2675,-123.1006,647000
Dunbar,Condo,1,1,1400,0,1986,39,0,0,0,8.5,45,49.2387,-123.1915,846000
Hastings-Sunrise,Condo,1,1,864,0,1934,91,1,0,0,6.1,58,49.2778,-123.0499,465000
Gastown,House,4,3,3652,5608,1962,63,1,1,0,1.0,82,49.2897,-123.1135,1932000
Kitsilano,Townhouse,2,2,1628,1805,2009,16,0,0,0,5.5,67,49.2601,-123.176,1117000
Fairview,Condo,1,1,620,0,2020,5,0,0,0,1.7,75,49.2709,-123.1233,690000
Killarney,Townhouse,2,2,1613,1631,1982,43,0,0,0,11.5,30,49.227,-123.0555,636000
Kerrisdale,Townhouse,2,2,1156,2876,1943,82,1,0,0,7.4,39,49.2388,-123.1503,1090000
Dunbar,Condo,1,1,1083,0,2018,7,1,0,0,8.2,51,49.2528,-123.1833,1009000
Riley Park,House,4,3,1800,6756,1970,55,1,1,0,7.9,48,49.2421,-123.1094,1347000
Renfrew,Condo,2,1,1081,0,2023,2,0,0,0,10.5,38,49.2459,-123.0497,521000
Mount Pleasant,Townhouse,3,1,1087,1446,2017,8,0,0,0,3.8,74,49.2612,-123.0951,933000
Killarney,Condo,1,1,742,0,2024,1,1,0,0,13.0,30,49.2261,-123.0469,504000
Point Grey,Townhouse,2,1,1844,1480,1988,37,1,0,0,9.4,50,49.2752,-123.1979,1444000
Point Grey,House,3,2,3137,3810,1986,39,1,1,1,9.0,55,49.2679,-123.2058,2307000
Riley Park,Condo,2,1,1071,0,1975,50,0,0,0,6.6,48,49.2523,-123.0996,717000
Coal Harbour,House,5,2,1800,5944,2014,11,1,0,0,1.3,74,49.2964,-123.1326,2194000
Renfrew,House,4,3,2408,4485,1966,59,1,0,0,10.3,30,49.2576,-123.0452,1059000
West End,Condo,2,1,826,0,1995,30,0,1,1,3.8,75,49.2839,-123.1376,702000
